  2.0000000e-001  3.9683480e-001 -5.0124700e+000 -1.0300000e+002  1.1148890e+001
  2.0000000e-001  3.9683480e-001 -5.0037180e+000 -1.0300000e+002  1.1148890e+001
  2.0000000e-001  3.9683480e-001 -4.9949670e+000 -1.0300000e+002  1.1148890e+001
  2.0000000e-001  3.9683480e-001 -4.9862150e+000 -1.0300000e+002  1.1148890e+001
  2.0000000e-001  3.9683480e-001 -4.9774620e+000 -1.0300000e+002  1.1148890e+001
  2.0000000e-001  3.9683480e-001 -4.9687100e+000 -1.0300000e+002  1.1148890e+001
  2.0000000e-001  3.9683480e-001 -4.9599570e+000 -7.7229420e+001  9.7880270e+000
  2.0000000e-001  3.9683480e-001 -4.9512040e+000 -7.0247120e+000  3.6504170e+000
  2.0000000e-001  3.9683480e-001 -4.9424510e+000  3.0493540e+001  6.5220960e+000
  2.0000000e-001  3.9683480e-001 -4.9336980e+000  3.0612090e+001  6.5328190e+000
  2.0000000e-001  3.9683480e-001 -4.9249440e+000  3.1005490e+001  6.5682570e+000
  2.0000000e-001  3.9683480e-001 -4.9161910e+000  3.4776630e+001  6.8971710e+000
  2.0000000e-001  3.9683480e-001 -4.9074360e+000  3.5512130e+001  6.9592050e+000
  2.0000000e-001  3.9683480e-001 -4.8986820e+000  3.2122950e+001  6.6677110e+000
  2.0000000e-001  3.9683480e-001 -4.8899280e+000  3.2408410e+001  6.6928380e+000
  2.0000000e-001  3.9683480e-001 -4.8811730e+000  3.5369510e+001  6.9472270e+000
  2.0000000e-001  3.9683480e-001 -4.8724180e+000  3.5146720e+001  6.9284670e+000
  2.0000000e-001  3.9683480e-001 -4.8636630e+000  3.6010130e+001  7.0008440e+000
  2.0000000e-001  3.9683480e-001 -4.8549080e+000  3.4057760e+001  6.8359030e+000
  2.0000000e-001  3.9683480e-001 -4.8461520e+000  3.4031850e+001  6.8336830e+000
  2.0000000e-001  3.9683480e-001 -4.8373960e+000  4.1488510e+001  7.4411570e+000
  2.0000000e-001  3.9683480e-001 -4.8286400e+000  3.7264930e+001  7.1045010e+000
  2.0000000e-001  3.9683480e-001 -4.8198830e+000  3.7650900e+001  7.1360330e+000
  2.0000000e-001  3.9683480e-001 -4.8111270e+000  3.8544670e+001  7.2084360e+000
  2.0000000e-001  3.9683480e-001 -4.8023700e+000  4.1303530e+001  7.4267830e+000
  2.0000000e-001  3.9683480e-001 -4.7936130e+000  4.1440040e+001  7.4373940e+000
  2.0000000e-001  3.9683480e-001 -4.7848560e+000  4.4145200e+001  7.6441860e+000
  2.0000000e-001  3.9683480e-001 -4.7760990e+000  4.7811360e+001  7.9145760e+000
  2.0000000e-001  3.9683480e-001 -4.7673410e+000  4.4973770e+001  7.7062490e+000
  2.0000000e-001  3.9683480e-001 -4.7585830e+000  4.0354510e+001  7.3525200e+000
  2.0000000e-001  3.9683480e-001 -4.7498250e+000  4.7525090e+001  7.8938450e+000
  2.0000000e-001  3.9683480e-001 -4.7410660e+000  4.2901960e+001  7.5499590e+000
  2.0000000e-001  3.9683480e-001 -4.7323080e+000  4.6171220e+001  7.7949410e+000
  2.0000000e-001  3.9683480e-001 -4.7235490e+000  3.8804820e+001  7.2293520e+000
  2.0000000e-001  3.9683480e-001 -4.7147900e+000  4.5633120e+001  7.7552290e+000
  2.0000000e-001  3.9683480e-001 -4.7060310e+000  4.1996170e+001  7.4804450e+000
  2.0000000e-001  3.9683480e-001 -4.6972710e+000  4.1486870e+001  7.4410310e+000
  2.0000000e-001  3.9683480e-001 -4.6885120e+000  4.6580650e+001  7.8250020e+000
  2.0000000e-001  3.9683480e-001 -4.6797520e+000  4.3121210e+001  7.5666740e+000
  2.0000000e-001  3.9683480e-001 -4.6709920e+000  4.4750770e+001  7.6896010e+000
  2.0000000e-001  3.9683480e-001 -4.6622310e+000  4.7281330e+001  7.8761430e+000
  2.0000000e-001  3.9683480e-001 -4.6534710e+000  5.1222240e+001  8.1569720e+000
  2.0000000e-001  3.9683480e-001 -4.6447100e+000  5.1363900e+001  8.1668620e+000
  2.0000000e-001  3.9683480e-001 -4.6359490e+000  5.3698750e+001  8.3279430e+000
  2.0000000e-001  3.9683480e-001 -4.6271880e+000  5.7094470e+001  8.5560880e+000
  2.0000000e-001  3.9683480e-001 -4.6184270e+000  5.7090930e+001  8.5558540e+000
  2.0000000e-001  3.9683480e-001 -4.6096650e+000  5.5864950e+001  8.4742860e+000
  2.0000000e-001  3.9683480e-001 -4.6009030e+000  5.6992910e+001  8.5493650e+000
  2.0000000e-001  3.9683480e-001 -4.5921410e+000  5.5914370e+001  8.4775920e+000
  2.0000000e-001  3.9683480e-001 -4.5833790e+000  5.2996470e+001  8.2798670e+000
  2.0000000e-001  3.9683480e-001 -4.5746160e+000  5.5241910e+001  8.4324900e+000
  2.0000000e-001  3.9683480e-001 -4.5658540e+000  6.1998070e+001  8.8738850e+000
  2.0000000e-001  3.9683480e-001 -4.5570910e+000  5.9710650e+001  8.7272670e+000
  2.0000000e-001  3.9683480e-001 -4.5483270e+000  5.8309060e+001  8.6360370e+000
  2.0000000e-001  3.9683480e-001 -4.5395640e+000  6.2062790e+001  8.8779950e+000
  2.0000000e-001  3.9683480e-001 -4.5308010e+000  5.8315480e+001  8.6364570e+000
  2.0000000e-001  3.9683480e-001 -4.5220370e+000  6.4274830e+001  9.0171590e+000
  2.0000000e-001  3.9683480e-001 -4.5132730e+000  6.4841450e+001  9.0524190e+000
  2.0000000e-001  3.9683480e-001 -4.5045090e+000  6.2060020e+001  8.8778190e+000
  2.0000000e-001  3.9683480e-001 -4.4957440e+000  5.9196600e+001  8.6939330e+000
  2.0000000e-001  3.9683480e-001 -4.4869800e+000  6.1193760e+001  8.8226440e+000
  2.0000000e-001  3.9683480e-001 -4.4782150e+000  6.4469670e+001  9.0293010e+000
  2.0000000e-001  3.9683480e-001 -4.4694500e+000  6.3858410e+001  8.9911460e+000
  2.0000000e-001  3.9683480e-001 -4.4606850e+000  6.6117970e+001  9.1312950e+000
  2.0000000e-001  3.9683480e-001 -4.4519190e+000  6.8714480e+001  9.2894200e+000
  2.0000000e-001  3.9683480e-001 -4.4431530e+000  6.5099110e+001  9.0684010e+000
  2.0000000e-001  3.9683480e-001 -4.4343880e+000  6.1804040e+001  8.8615540e+000
  2.0000000e-001  3.9683480e-001 -4.4256220e+000  6.8632360e+001  9.2844650e+000
  2.0000000e-001  3.9683480e-001 -4.4168550e+000  7.1754930e+001  9.4708280e+000
  2.0000000e-001  3.9683480e-001 -4.4080890e+000  6.7654940e+001  9.2252620e+000
  2.0000000e-001  3.9683480e-001 -4.3993220e+000  7.0336450e+001  9.3866830e+000
  2.0000000e-001  3.9683480e-001 -4.3905550e+000  7.0468200e+001  9.3945340e+000
  2.0000000e-001  3.9683480e-001 -4.3817880e+000  7.1467100e+001  9.4538220e+000
  2.0000000e-001  3.9683480e-001 -4.3730210e+000  6.8754060e+001  9.2918070e+000
  2.0000000e-001  3.9683480e-001 -4.3642540e+000  7.1384950e+001  9.4489610e+000
  2.0000000e-001  3.9683480e-001 -4.3554850e+000  7.3769190e+001  9.5889000e+000
  2.0000000e-001  3.9683480e-001 -4.3467180e+000  7.4469270e+001  9.6295580e+000
  2.0000000e-001  3.9683480e-001 -4.3379490e+000  7.5773390e+001  9.7047910e+000
  2.0000000e-001  3.9683480e-001 -4.3291810e+000  7.8084270e+001  9.8365310e+000
  2.0000000e-001  3.9683480e-001 -4.3204130e+000  7.9490830e+001  9.9157630e+000
  2.0000000e-001  3.9683480e-001 -4.3116440e+000  7.9385280e+001  9.9098420e+000
  2.0000000e-001  3.9683480e-001 -4.3028750e+000  8.2879640e+001  1.0103830e+001
  2.0000000e-001  3.9683480e-001 -4.2941060e+000  8.6582440e+001  1.0304970e+001
  2.0000000e-001  3.9683480e-001 -4.2853360e+000  8.5548950e+001  1.0249270e+001
  2.0000000e-001  3.9683480e-001 -4.2765670e+000  8.5216400e+001  1.0231270e+001
  2.0000000e-001  3.9683480e-001 -4.2677970e+000  8.5090260e+001  1.0224440e+001
  2.0000000e-001  3.9683480e-001 -4.2590270e+000  8.6015210e+001  1.0274440e+001
  2.0000000e-001  3.9683480e-001 -4.2502570e+000  8.8096870e+001  1.0385990e+001
  2.0000000e-001  3.9683480e-001 -4.2414870e+000  9.1540100e+001  1.0567660e+001
  2.0000000e-001  3.9683480e-001 -4.2327160e+000  9.2446750e+001  1.0614920e+001
  2.0000000e-001  3.9683480e-001 -4.2239450e+000  9.1541450e+001  1.0567730e+001
  2.0000000e-001  3.9683480e-001 -4.2151740e+000  9.1748980e+001  1.0578570e+001
  2.0000000e-001  3.9683480e-001 -4.2064030e+000  9.2627230e+001  1.0624300e+001
  2.0000000e-001  3.9683480e-001 -4.1976320e+000  9.4324120e+001  1.0712060e+001
  2.0000000e-001  3.9683480e-001 -4.1888600e+000  9.1442780e+001  1.0562570e+001
  2.0000000e-001  3.9683480e-001 -4.1800890e+000  9.1586020e+001  1.0570060e+001
  2.0000000e-001  3.9683480e-001 -4.1713170e+000  9.3447790e+001  1.0666840e+001
